Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,SE_A09003_001,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.02",,,,9302,9302,4031.396,2.3073890689841,9302,3130,1457,36,3629,45,382,623,164905,4920,3775,3480,295,0,0,9,0,58,1078,9302,310,8992,1325,8368,37,4920,3842,125,579,835,776,581,801,145,1078
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.03",,,,3170,3170,5982.499,0.529878902913836,3170,1110,533,86,1319,0,41,81,134917,1559,1176,1079,97,0,0,0,0,25,358,3170,111,3059,974,2400,33,1559,1201,53,175,329,223,258,120,43,358
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.04",,,,1780,1780,3217.81,0.553171288824504,1780,686,95,11,886,0,0,102,169178,887,664,587,77,0,0,0,10,0,213,1780,9,1771,526,1381,31,887,674,18,215,69,166,111,87,8,213
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1091",,,,2675,2675,2560.407,1.04475580581841,2675,1285,97,34,462,0,467,330,81500,1036,846,729,117,35,0,0,9,0,146,2365,165,2200,1035,1489,28,1036,890,49,289,220,123,95,77,37,146
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1092",,,,3161,3161,8050.56,0.392643518039466,3161,728,118,0,1113,0,722,480,119917,1660,1373,1206,167,45,0,0,0,6,236,3161,49,3112,855,2574,31,1660,1424,78,326,293,388,124,145,70,236
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1093",,,,2864,2864,6015.574,0.476097572652846,2864,1322,96,0,425,0,425,596,112738,1534,1301,982,319,37,32,0,12,16,136,2860,77,2783,844,2186,34,1534,1398,75,212,295,272,384,122,38,136
"06037109400","Census Tract 1094, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1094",,,,4175,4175,8376.923,0.498393042747688,4175,1011,17,54,112,262,1706,1013,93571,2157,1953,1755,198,117,0,0,0,12,75,4170,399,3771,1280,2710,35,2157,2082,72,426,442,550,227,230,135,75
"06037109500","Census Tract 1095, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1095",,,,3699,3699,8020.311,0.461204067354752,3699,1201,13,28,225,0,1722,510,62500,1894,1650,1344,306,152,0,0,0,9,83,3699,314,3385,1499,2077,32,1894,1811,27,689,295,215,334,128,123,83
"06037109601","Census Tract 1096.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.01",,,,4831,4831,5649.853,0.855066509960664,4831,1737,100,63,475,0,1694,762,114853,2474,2185,2020,165,34,0,0,0,28,227,4831,501,4330,1623,3020,31,2474,2247,63,462,557,556,342,157,110,227
"06037109603","Census Tract 1096.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.03",,,,3900,3900,10112.14,0.385675145985232,3900,908,86,14,552,1,1960,379,76545,1495,1275,1162,113,42,0,0,0,32,146,3900,287,3613,1382,2328,29,1495,1349,167,214,377,250,210,60,71,146
"06037109604","Census Tract 1096.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.04",,,,2900,2900,6392.991,0.453621792842283,2900,870,75,150,306,1,1030,468,101822,1631,1454,1367,87,55,0,0,0,15,107,2900,212,2688,910,1904,31,1631,1524,84,419,295,432,80,117,97,107
"06037109700","Census Tract 1097, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1097",,,,4333,4333,7072.086,0.612690483508032,4333,2349,257,13,580,0,438,696,110500,2048,1614,1538,76,61,0,0,0,0,373,4273,134,4139,1700,2914,32,2048,1675,38,483,197,422,322,141,72,373
"06037109800","Census Tract 1098, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1098",,,,4584,4584,8483.96,0.540313700295136,4584,2062,27,137,540,44,732,1042,74803,2070,1724,1494,230,71,0,0,15,0,260,4584,246,4338,1703,3118,27,2070,1810,238,455,260,490,146,221,0,260
"06037111100","Census Tract 1111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1111",,,,3076,3076,7521.209,0.4089767983481,3076,1239,103,87,696,0,506,445,117813,1584,1424,1204,220,0,0,0,0,8,152,3075,190,2885,1063,2153,29,1584,1432,146,394,302,219,167,174,30,152
"06037111201","Census Tract 1112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.01",,,,3256,3256,4408.707,0.738538556935399,3256,1743,10,31,507,0,466,499,111439,1537,1318,1222,96,28,0,0,0,0,191,3231,138,3093,1151,2221,32,1537,1346,36,300,288,323,228,138,33,191
"06037111202","Census Tract 1112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.02",,,,5670,5670,7866.982,0.720733841237874,5670,2781,196,43,1210,0,321,1119,110686,2326,1796,1540,256,123,0,0,10,0,397,5506,1001,4505,1954,3113,39,2326,1929,55,456,360,457,218,230,153,397
"06037111204","Census Tract 1112.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.04",,,,5600,5600,4402.221,1.27208504440947,5600,2805,163,9,1325,0,442,856,172376,2708,2227,2126,101,14,0,0,0,42,425,5600,186,5414,1652,4600,32,2708,2283,368,382,439,501,260,235,98,425
"06037111205","Census Tract 1112.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.05",,,,3879,3879,8802.575,0.440666520462643,3879,1694,136,0,994,0,797,258,103125,2171,1857,1559,298,10,0,0,5,70,229,3879,136,3743,1164,2960,31,2171,1942,161,439,260,654,164,192,72,229
"06037111206","Census Tract 1112.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.06",,,,4363,4363,4327.569,1.00818729662068,4363,2295,283,0,962,0,239,584,154563,2164,1760,1549,211,0,0,0,0,34,370,4354,255,4099,1193,3396,32,2164,1794,170,247,329,467,388,106,87,370
"06037111302","Census Tract 1113.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.02",,,,4880,4880,8139.586,0.599539071223496,4880,2397,308,5,1027,6,548,589,88458,2655,1913,1674,239,48,21,0,78,100,495,4787,360,4427,1639,3330,29,2655,2160,193,570,464,477,228,119,109,495
"06037111303","Census Tract 1113.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.03",,,,4712,4712,7803.548,0.603827894183294,4712,2492,144,5,975,0,310,786,89688,1976,1658,1498,160,31,0,0,2,0,285,4705,309,4396,1815,3111,34,1976,1691,17,372,181,519,345,238,19,285
"06037111304","Census Tract 1113.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.04",,,,3106,3106,18389.87,0.168897307632313,3106,540,326,57,468,0,1008,707,49583,1910,1615,1540,75,29,0,0,118,0,148,3106,548,2558,1065,1562,24,1910,1762,93,743,504,111,87,224,0,148
"06037111401","Census Tract 1114.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.01",,,,2293,2293,7063.324,0.324634708732241,2293,1313,49,71,393,0,257,210,130729,1207,1019,716,303,85,0,0,0,0,103,2293,130,2163,671,1770,33,1207,1104,29,290,183,312,66,163,61,103
"06037111402","Census Tract 1114.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.02",,,,6146,6146,16389.6,0.374994015416288,6146,3479,16,23,935,0,1045,648,56257,2784,2415,2150,265,74,0,0,9,89,197,6041,946,5095,3038,2429,32,2784,2587,67,784,423,405,536,256,116,197
"06037113101","Census Tract 1131.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.01",,,,3525,3525,4030.308,0.874622971226122,3525,2318,172,0,553,0,233,249,121458,1582,1347,1155,192,25,0,0,11,44,155,3524,43,3481,1242,2806,31,1582,1427,108,515,222,207,175,105,95,155
"06037113102","Census Tract 1131.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.02",,,,2784,2784,1973.385,1.41077371787051,2784,1667,31,0,422,0,96,568,179688,1194,902,866,36,0,0,0,4,57,231,2773,36,2737,945,2174,30,1194,963,56,239,172,259,167,46,24,231
"06037113211","Census Tract 1132.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.11",,,,4248,4248,1511.141,2.81111997430104,4248,2426,492,8,662,0,376,284,109798,2042,1484,1346,138,27,0,0,0,56,475,4213,20,4193,1648,3344,34,2042,1567,74,234,463,318,148,261,69,475
"06037113212","Census Tract 1132.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.12",,,,2888,2888,7490.747,0.385542326837036,2888,1018,119,71,828,0,504,348,91987,1483,1349,1239,110,12,0,0,0,11,111,2771,147,2624,1206,1844,23,1483,1372,76,385,478,242,170,16,5,111
"06037113213","Census Tract 1132.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.13",,,,5087,5087,10128.32,0.502254836701946,5087,2202,162,12,1057,0,749,905,118405,2787,2310,1985,325,37,2,15,0,0,423,4955,180,4775,1202,3911,28,2787,2364,272,451,590,599,233,146,73,423
"06037113231","Census Tract 1132.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.31",,,,2161,2161,1357.479,1.59192204751528,2161,1462,85,0,177,0,59,378,122094,1174,791,672,119,7,0,0,8,10,358,2160,70,2090,630,1771,35,1174,816,78,103,180,207,99,100,49,358
"06037113232","Census Tract 1132.32, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.32",,,,4596,4596,5762.179,0.797614892424212,4596,2794,199,0,630,0,429,544,143471,2418,1880,1742,138,29,8,0,14,28,459,4470,125,4345,1458,3285,33,2418,1959,165,331,543,340,375,99,106,459
"06037113234","Census Tract 1132.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.34",,,,5653,5653,14453.37,0.391119958856952,5653,1849,288,256,850,0,1713,697,71268,2497,1961,1706,255,97,0,0,52,50,337,5653,1024,4629,2771,2367,32,2497,2160,137,613,324,397,447,109,133,337
"06037113235","Census Tract 1132.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.35",,,,1727,1727,3135.04,0.550870119861559,1727,917,82,9,51,0,367,301,94010,876,743,628,115,0,6,0,0,0,127,1727,22,1705,672,1188,31,876,749,0,180,151,228,74,99,17,127
"06037113237","Census Tract 1132.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.37",,,,4725,4725,2583.85,1.8286663876435,4725,2146,419,25,1177,0,283,675,150278,2266,1529,1455,74,26,0,0,145,181,385,4725,180,4545,1487,3541,27,2266,1881,351,355,388,241,304,164,78,385
"06037113238","Census Tract 1132.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.38",,,,4547,4547,16594.21,0.274011308160501,4547,1797,164,0,828,0,1352,406,63333,2318,1895,1587,308,178,0,0,0,0,245,4547,195,4352,2432,2130,32,2318,2073,164,696,329,253,292,181,158,245
"06037113239","Census Tract 1132.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.39",,,,2343,2343,13974.24,0.167665641694093,2343,743,303,25,285,10,882,95,47297,1185,1049,990,59,100,0,0,13,10,13,2343,354,1989,1336,846,33,1185,1172,59,182,358,141,189,191,52,13
"06037113301","Census Tract 1133.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1133.01",,,,4830,4830,5549.169,0.870400557840422,4830,2858,300,8,1068,40,197,359,122692,2362,1946,1790,156,30,0,0,41,84,261,4826,208,4618,1242,3721,27,2362,2101,468,222,535,327,318,148,83,261
"06037113303","Census Tract 1133.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1133.03",,,,3774,3774,2390.728,1.5785984336607,3774,2115,81,61,697,0,406,414,108924,1906,1499,1376,123,83,0,11,60,27,226,3729,160,3569,1290,2866,32,1906,1680,412,348,268,143,287,80,142,226
"06037113322","Census Tract 1133.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1133.22",,,,4584,4584,6644.507,0.689893157806137,4584,2564,614,43,524,0,349,490,118286,2167,1638,1432,206,11,0,0,21,0,497,4562,175,4387,1822,3132,29,2167,1670,168,350,305,439,199,200,9,497
"06037113323","Census Tract 1133.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1133.23",,,,3619,3619,12948.08,0.27950090888452,3619,1481,124,0,481,59,832,642,86838,2027,1732,1512,220,0,0,34,89,0,172,3605,285,3320,1012,2468,25,2027,1855,233,559,398,298,263,73,31,172
"06037113324","Census Tract 1133.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1133.24",,,,2771,2771,22119.32,0.125275097799681,2771,1270,178,0,324,0,129,870,98214,1184,1088,1055,33,14,18,0,9,10,45,2771,814,1957,773,1239,25,1184,1139,93,350,160,341,183,12,0,45
"06037113423","Census Tract 1134.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.23",,,,3077,3077,11213.85,0.274392777109392,3077,1022,68,24,270,0,1164,529,77078,1276,1036,993,43,121,0,0,4,3,112,3077,147,2930,1472,1707,31,1276,1164,39,299,222,246,135,219,4,112
"06037113424","Census Tract 1134.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.24",,,,3346,3346,4977.282,0.672254466043858,3346,1042,89,0,644,0,1194,377,106726,1701,1407,1302,105,61,0,0,45,19,169,3319,285,3034,1058,2393,34,1701,1532,174,262,207,315,341,156,77,169
"06037113425","Census Tract 1134.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.25",,,,4499,4499,34792.19,0.129310637732684,4499,1204,304,0,276,0,1979,736,67031,2520,1830,1539,291,274,0,51,101,31,233,4499,555,3944,2051,1934,28,2520,2287,143,818,528,254,301,150,93,233
"06037113426","Census Tract 1134.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.26",,,,2322,2322,3230.019,0.718881323002269,2322,731,15,0,414,0,734,428,63750,973,663,593,70,97,0,6,18,0,189,2322,328,1994,924,1165,39,973,784,52,182,111,122,67,202,48,189
"06037113427","Census Tract 1134.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.27",,,,2360,2360,24250.63,0.0973170532064241,2360,643,325,4,327,0,873,188,62071,1419,925,799,126,124,0,0,44,47,279,2360,366,1994,985,1373,29,1419,1140,127,204,221,239,173,176,0,279
"06037113428","Census Tract 1134.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1134.28",,,,4222,4222,8606.847,0.490539724508376,4222,2484,12,0,528,0,770,428,117545,2373,2283,2071,212,10,21,0,0,12,47,4222,239,3983,877,3374,28,2373,2326,60,652,631,415,414,154,0,47
"06037115101","Census Tract 1151.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1151.01",,,,4678,4678,3120.755,1.49899613434502,4678,2660,29,9,723,0,650,607,150280,2244,1648,1573,75,22,0,29,78,29,438,4678,353,4325,1452,3615,35,2244,1806,205,388,306,206,332,225,144,438
"06037115103","Census Tract 1151.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1151.03",,,,2725,2725,4647.344,0.586356384662786,2725,1322,228,5,580,3,310,277,,941,292,282,10,27,0,16,435,40,131,2725,136,2589,495,2262,19,941,810,285,295,98,37,36,18,41,131
"06037115104","Census Tract 1151.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1151.04",,,,4327,4327,10985.17,0.393894489086436,4327,1549,770,86,1067,0,512,343,60682,2251,1909,1722,187,61,0,0,95,10,176,4326,417,3909,1234,2987,24,2251,2075,405,564,470,287,99,167,83,176
"06037115202","Census Tract 1152.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.02",,,,6010,6010,8958.673,0.670858320579091,6010,2099,274,16,945,60,1863,753,66528,3635,2502,2226,276,132,0,40,266,300,395,6006,708,5298,2008,3809,31,3635,3240,510,652,354,647,624,314,139,395
"06037115203","Census Tract 1152.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.03",,,,2236,2236,9576.005,0.233500309653944,2236,846,79,21,303,0,682,305,90300,1499,1027,918,109,0,0,25,132,104,211,2236,112,2124,922,1407,24,1499,1288,169,153,406,403,84,73,0,211
"06037115204","Census Tract 1152.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.04",,,,3806,3806,12936.28,0.294211401751668,3806,1510,583,0,626,0,721,366,111528,2108,1669,1358,311,94,0,36,53,14,242,3771,52,3719,1387,2638,29,2108,1866,228,476,287,485,184,116,90,242
"06037115301","Census Tract 1153.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1153.01",,,,4511,4511,7204.06,0.626174715867409,4511,1937,114,0,1347,0,625,488,103894,2150,1688,1541,147,63,0,0,89,35,275,4495,644,3851,1655,2721,29,2150,1875,247,496,218,404,172,301,37,275
"06037115302","Census Tract 1153.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1153.02",,,,3912,3912,12163.55,0.321616548030338,3912,703,170,222,374,0,2151,292,76250,1951,1681,1433,248,128,0,6,24,16,96,3912,395,3517,1815,1874,31,1951,1855,53,537,314,409,356,137,49,96
"06037115401","Census Tract 1154.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.01",,,,5847,5847,7948.731,0.735589122420644,5847,2354,276,0,1043,0,1798,376,58909,2752,2411,2094,317,49,7,0,54,0,231,5834,722,5112,2982,2493,29,2752,2521,258,420,845,371,188,325,114,231
"06037115403","Census Tract 1154.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.03",,,,3477,3477,12796.43,0.271716316832356,3477,611,182,0,453,0,1880,351,82875,1857,1368,971,397,66,0,102,94,67,160,3477,422,3055,1607,1710,28,1857,1697,194,362,419,329,214,139,40,160
"06037115404","Census Tract 1154.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.04",,,,2830,2830,7743.06,0.36548856597019,2830,835,184,0,576,0,925,310,92250,1425,1165,1081,84,84,0,0,29,6,141,2828,236,2592,810,1848,29,1425,1284,131,269,261,276,213,120,14,141
"06037117101","Census Tract 1171.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1171.01",,,,5252,5252,17624.24,0.297998677986153,5252,1743,682,0,1409,0,924,494,102639,2608,2133,1961,172,162,21,0,0,83,209,5252,427,4825,1996,3329,32,2608,2399,226,411,496,563,305,302,96,209
"06037117102","Census Tract 1171.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1171.02",,,,2504,2504,6280.115,0.398718835762946,2504,1054,70,3,359,0,792,226,90833,1313,1117,877,240,47,17,7,20,11,94,2499,267,2232,946,1497,29,1313,1219,55,308,304,342,125,32,53,94
"06037117201","Census Tract 1172.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1172.01",,,,4250,4250,13904.42,0.30565817293362,4250,1012,89,29,616,0,1816,688,51395,1995,1429,1199,230,265,5,28,14,20,234,4108,652,3456,2346,1360,32,1995,1761,119,449,362,382,173,162,114,234
"06037117202","Census Tract 1172.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1172.02",,,,2853,2853,4073.734,0.700340310457037,2853,1057,142,40,690,0,294,630,107313,1047,863,789,74,16,0,0,50,38,80,2807,384,2423,1177,1538,28,1047,967,75,255,219,188,107,106,17,80
