Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,SE_A09003_001,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010
"06037219800","Census Tract 2198, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2198",,,,3048,3048,17694.87,0.172253307737333,3048,1256,468,0,20,0,748,556,68450,1653,1299,1209,90,203,0,10,0,49,92,3048,494,2554,1385,1316,36,1653,1561,49,76,208,555,507,137,29,92
"06037219901","Census Tract 2199.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.01",,,,4944,4944,24395.35,0.202661556733081,4944,1570,590,0,86,0,1507,1191,61157,2507,1985,1799,186,402,0,36,0,0,84,4944,1137,3807,2479,1539,32,2507,2423,24,316,481,962,399,127,114,84
"06037219902","Census Tract 2199.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.02",,,,3514,3514,11402.89,0.308167450968885,3514,1298,486,0,78,8,1243,401,82750,1807,1273,1185,88,260,123,19,9,0,123,3514,243,3271,1709,1777,33,1807,1684,15,411,329,419,193,242,75,123
"06037220000","Census Tract 2200, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2200",,,,4460,4460,11886.69,0.375209460429932,4460,1092,1861,10,234,26,639,598,45682,2084,1638,1563,75,175,5,0,11,0,255,4460,240,4220,2168,2543,27,2084,1829,53,332,493,634,255,62,0,255
"06037220100","Census Tract 2201, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2201",,,,2583,2583,6828.05,0.378292486297234,2583,699,1280,0,157,0,148,299,62813,1116,902,742,160,56,6,0,18,0,134,2583,21,2562,1005,1831,33,1116,982,11,232,92,275,200,172,0,134
"06037221110","Census Tract 2211.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.10",,,,3161,3161,34952.62,0.0904367124480886,3161,1058,49,9,319,33,758,935,46717,1383,672,585,87,576,0,0,0,11,124,3161,707,2454,1733,751,38,1383,1259,50,80,96,522,277,184,50,124
"06037221120","Census Tract 2211.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.20",,,,2922,2922,23835.82,0.122588598866095,2922,715,23,9,174,0,1754,247,47026,1411,971,840,131,315,0,21,33,0,71,2922,610,2312,1770,577,34,1411,1340,53,153,290,496,124,161,63,71
"06037221210","Census Tract 2212.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.10",,,,3095,3095,22341.73,0.138529985467114,3095,944,149,17,267,0,1011,707,66014,1527,1013,970,43,215,6,13,7,10,263,3093,739,2354,1286,1186,39,1527,1264,25,79,177,501,293,93,96,263
"06037221220","Census Tract 2212.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.20",,,,2979,2979,11700.92,0.25459538808674,2979,653,15,58,258,0,1412,583,57563,1442,999,901,98,271,0,0,40,13,119,2979,620,2359,1539,884,35,1442,1323,74,196,134,474,164,222,59,119
"06037221302","Census Tract 2213.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.02",,,,3681,3681,20629.34,0.17843518966111,3681,1103,424,43,182,76,1576,277,34655,1753,1127,1045,82,451,0,19,8,0,148,3680,651,3029,2366,777,39,1753,1605,26,118,82,690,368,248,73,148
"06037221303","Census Tract 2213.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.03",,,,2611,2611,28903.35,0.090335553678241,2611,720,157,81,156,0,1240,257,48445,1211,671,565,106,413,5,0,26,26,70,2611,752,1859,1370,575,37,1211,1141,31,65,128,540,198,130,49,70
"06037221304","Census Tract 2213.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.04",,,,3674,3674,41872.71,0.087742105368828,3674,322,678,11,725,0,1468,470,51237,1392,1018,921,97,318,0,0,11,13,32,3595,481,3114,2007,1406,30,1392,1360,71,242,210,420,315,90,12,32
"06037221401","Census Tract 2214.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.01",,,,3341,3341,15956.07,0.209387456621421,3341,932,1309,15,361,0,361,363,36490,1342,1155,1005,150,115,0,0,0,0,72,2984,295,2689,1883,1131,34,1342,1270,0,79,385,422,285,57,42,72
"06037221402","Census Tract 2214.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.02",,,,3063,3063,14903.14,0.205527207075863,3063,697,584,32,601,0,972,177,53125,1208,1010,949,61,72,6,0,13,7,100,2879,625,2254,1287,1122,35,1208,1108,23,151,175,436,136,135,52,100
"06037221500","Census Tract 2215, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2215",,,,3513,3513,23898.35,0.146997592266837,3513,1035,528,9,174,49,1611,107,34047,1608,1239,1110,129,108,0,10,82,82,87,3504,486,3018,2132,1039,38,1608,1521,127,143,216,336,349,282,68,87
"06037221601","Census Tract 2216.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.01",,,,3354,3354,23484.37,0.142818422324737,3354,834,335,79,158,0,1187,761,51833,1794,1214,988,226,253,0,8,129,35,155,3354,693,2661,1467,1277,33,1794,1639,157,168,187,599,323,151,54,155
"06037221602","Census Tract 2216.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.02",,,,2455,2455,12162.38,0.201851900472126,2455,772,159,27,173,0,978,346,52614,1370,988,903,85,271,0,0,21,43,47,2455,710,1745,1177,633,34,1370,1323,14,149,246,521,253,75,65,47
"06037221710","Census Tract 2217.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2217.10",,,,2890,2890,22821.5,0.126634949659998,2890,776,67,0,451,0,1094,502,48466,1342,900,740,160,129,0,47,122,5,139,2890,410,2480,1378,1200,35,1342,1203,19,245,230,272,233,170,34,139
"06037221810","Census Tract 2218.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.10",,,,2679,2679,22799.07,0.117504791527992,2679,741,78,0,693,25,628,514,32168,1265,685,524,161,158,0,52,228,5,137,2679,303,2376,816,1602,36,1265,1128,46,299,98,153,275,221,36,137
"06037221820","Census Tract 2218.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.20",,,,2335,2335,29607.04,0.0788663885701401,2335,1024,121,12,746,0,265,167,24266,908,325,304,21,74,0,30,214,8,257,2335,73,2262,341,2000,31,908,651,73,185,45,198,81,45,24,257
"06037221900","Census Tract 2219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2219",,,,4281,4281,27041.48,0.158312316504941,4281,1757,414,75,1110,0,478,447,28500,1568,473,434,39,107,0,124,508,7,349,4281,235,4046,1210,2894,22,1568,1219,218,552,172,62,152,30,33,349
"06037222001","Census Tract 2220.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.01",,,,3139,3139,17141.06,0.183127489393773,3139,986,648,15,189,0,858,443,85417,1647,1232,1114,118,130,0,60,32,26,167,3090,286,2804,1391,1487,32,1647,1480,81,293,311,370,178,204,43,167
"06037222002","Census Tract 2220.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.02",,,,5172,5172,20429.03,0.253169126652324,5172,1881,824,0,87,0,2133,247,67928,2328,1748,1408,340,361,0,0,17,50,152,5172,1185,3987,2389,1883,35,2328,2176,55,125,548,734,424,194,96,152
"06037222100","Census Tract 2221, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2221",,,,4058,4058,21944.88,0.184917845179205,4058,1182,700,0,398,0,1319,459,69464,1907,1438,1124,314,329,0,7,13,0,120,4058,604,3454,2006,1634,36,1907,1787,47,188,405,468,392,188,99,120
"06037222200","Census Tract 2222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2222",,,,3895,3895,20935.16,0.186050668960628,3895,1161,598,19,115,0,1457,545,46988,1842,1245,1098,147,175,0,34,85,76,227,3879,353,3526,2151,1654,39,1842,1615,45,223,165,495,380,172,135,227
"06037222500","Census Tract 2225, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2225",,,,4616,4616,18323.41,0.251918155605354,4616,1179,1323,135,96,28,1568,287,78814,2119,1575,1353,222,281,0,0,126,40,97,4611,693,3918,2023,2087,35,2119,2022,72,284,215,634,458,330,29,97
"06037222600","Census Tract 2226, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2226",,,,5668,5668,22517.56,0.251714679759134,5668,1530,850,46,1361,0,1564,317,44886,2376,1469,1330,139,247,29,37,198,28,368,5668,793,4875,1752,3553,29,2376,2008,139,390,393,613,268,185,20,368
"06037222700","Census Tract 2227, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2227",,,,4094,4094,12901.47,0.317328111172716,4094,1723,403,22,1179,0,364,403,,1438,278,242,36,44,0,30,774,38,274,4094,99,3995,163,3862,14,1438,1164,412,455,119,105,47,26,0,274
"06037224010","Census Tract 2240.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.10",,,,3137,3137,9784.203,0.320618860010162,3137,849,639,99,385,0,753,412,43396,1837,1162,1000,162,229,0,78,243,37,88,3137,454,2683,1234,1532,22,1837,1749,284,618,392,114,172,169,0,88
"06037224020","Census Tract 2240.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.20",,,,2633,2633,5533.771,0.475805679408553,2633,752,223,45,41,0,1159,413,31897,1149,615,490,125,224,19,15,201,35,40,2633,481,2152,1738,449,26,1149,1109,144,294,120,354,114,55,28,40
"06037224200","Census Tract 2242, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2242",,,,2429,2429,17086.23,0.142161276422902,2429,828,36,172,50,0,1138,205,51202,1019,608,465,143,261,0,21,104,0,25,2420,678,1742,1323,480,30,1019,994,43,210,95,445,68,120,13,25
"06037224310","Census Tract 2243.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.10",,,,1964,1964,28135.85,0.0698041844209317,1964,939,56,0,123,0,737,109,53182,933,575,500,75,177,0,31,48,0,102,1930,604,1326,1047,314,30,933,831,44,207,145,147,183,76,29,102
"06037224320","Census Tract 2243.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.20",,,,3300,3300,29394.33,0.112266543319892,3300,883,111,16,178,0,2016,96,30332,1459,1049,765,284,305,0,0,40,0,65,3300,812,2488,2266,315,35,1459,1394,61,243,205,365,222,230,68,65
"06037224410","Census Tract 2244.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.10",,,,3029,3029,17307.69,0.175008918960242,3029,1150,311,26,272,0,968,302,34018,1439,779,584,195,322,11,34,187,16,90,3020,199,2821,1541,1322,32,1439,1349,196,204,222,187,314,165,61,90
"06037224420","Census Tract 2244.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.20",,,,2449,2449,17685.14,0.13847786167349,2449,1006,141,50,138,0,508,606,25164,1050,544,386,158,253,5,27,91,17,113,2449,529,1920,1399,618,29,1050,937,64,289,130,193,127,112,22,113
"06037224600","Census Tract 2246, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2246",,,,3037,3037,10941.03,0.277578892257416,3037,467,239,116,81,13,1393,728,46250,1375,825,741,84,355,11,0,87,15,82,2900,651,2249,1771,542,33,1375,1293,47,177,220,399,297,109,44,82
"06037224701","Census Tract 2247.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.01",,,,2613,2613,28738.66,0.0909228150864019,2613,1003,169,49,901,5,174,312,37310,851,156,108,48,67,0,58,388,53,129,2613,136,2477,296,2215,19,851,722,169,270,114,72,64,33,0,129
"06037224702","Census Tract 2247.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.02",,,,2646,2646,17324.82,0.1527288929524,2646,1078,71,30,1106,0,136,225,11609,980,315,225,90,58,0,51,422,5,129,2646,243,2403,193,2249,23,980,851,264,277,44,92,99,47,28,129
"06037226001","Census Tract 2260.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.01",,,,2188,2188,5476.508,0.399524631002151,2188,471,291,71,17,0,599,739,38458,1062,612,481,131,157,27,61,54,16,135,2188,406,1782,1474,399,37,1062,927,110,45,168,270,163,130,41,135
"06037226002","Census Tract 2260.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.02",,,,1960,1960,1976.517,0.991643590626675,1960,550,272,6,235,0,720,177,42833,1168,399,330,69,220,0,80,133,10,326,1960,310,1650,883,810,37,1168,842,94,85,132,141,256,105,29,326
"06037226410","Census Tract 2264.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.10",,,,3579,3579,32814.6,0.109067300697918,3579,926,34,172,0,5,1920,522,42861,1581,960,684,276,302,0,27,128,40,124,3579,546,3033,2500,556,34,1581,1457,85,215,338,263,389,91,76,124
"06037226420","Census Tract 2264.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.20",,,,5306,5306,32188.31,0.16484246259056,5306,994,213,23,237,37,2895,907,41804,2217,1359,1055,304,468,17,78,228,24,43,5306,885,4421,3282,1277,33,2217,2174,290,322,398,403,425,223,113,43
"06037226701","Census Tract 2267.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.01",,,,2846,2846,19598.38,0.145216116831429,2846,424,65,196,0,0,1261,900,76071,1426,911,799,112,217,0,24,56,55,163,2846,317,2529,1809,770,40,1426,1263,0,182,73,483,227,195,103,163
"06037226702","Census Tract 2267.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.02",,,,4285,4285,27293.61,0.156996480292573,4285,927,93,11,0,0,2051,1203,61862,2056,1183,1066,117,322,0,87,136,0,328,4285,797,3488,2866,759,33,2056,1728,61,509,343,321,161,225,108,328
"06037227010","Census Tract 2270.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.10",,,,4550,4550,20346.14,0.223629607550305,4550,1213,279,0,0,0,2417,641,48688,1626,1188,939,249,232,0,39,110,0,57,4550,783,3767,3030,767,30,1626,1569,53,462,262,426,154,183,29,57
"06037227020","Census Tract 2270.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.20",,,,3529,3529,20767.26,0.169930903154764,3529,608,2,186,4,0,2185,544,61615,1626,1250,1120,130,205,0,21,32,14,104,3529,697,2832,2096,823,31,1626,1522,18,314,516,236,255,131,52,104
"06037228100","Census Tract 2281, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2281",,,,5158,5158,13314.85,0.387387123029141,5158,2348,14,0,33,0,2327,436,65086,2306,1913,1640,273,222,0,0,70,23,78,5158,603,4555,2962,1659,30,2306,2228,84,621,308,525,507,136,47,78
"06037228210","Census Tract 2282.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.10",,,,4119,4119,25954.57,0.158700349190807,4119,974,265,190,78,0,2147,465,48542,1731,1238,977,261,255,0,23,128,14,73,4119,698,3421,2583,977,37,1731,1658,31,410,223,383,224,246,141,73
"06037228220","Census Tract 2282.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.20",,,,4584,4584,32419.58,0.141396021912071,4584,829,249,60,27,0,2334,1085,53750,1952,1435,1075,360,293,0,0,143,0,81,4584,747,3837,2599,1341,30,1952,1871,114,387,425,486,269,91,99,81
"06037228310","Census Tract 2283.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.10",,,,4506,4506,21362.04,0.210934954138784,4506,1265,164,91,1,0,2120,865,39770,1775,1307,955,352,289,0,35,64,14,66,4506,567,3939,3177,935,30,1775,1709,24,432,438,463,183,104,65,66
"06037228320","Census Tract 2283.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.20",,,,3351,3351,25750.72,0.130132263161065,3351,1014,121,4,0,0,1883,329,51039,1336,1037,755,282,174,25,0,37,23,40,3351,498,2853,2393,536,35,1336,1296,51,269,214,257,229,187,89,40
"06037228410","Census Tract 2284.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.10",,,,3372,3372,31447.49,0.107226365527562,3372,602,93,56,52,20,2092,457,47870,1339,914,734,180,306,0,0,90,29,0,3372,678,2694,2023,736,35,1339,1339,63,238,260,364,162,196,56,0
"06037228420","Census Tract 2284.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.20",,,,3165,3165,29551.26,0.107102040627215,3165,580,73,196,0,0,1912,404,82798,1551,1106,822,284,214,0,85,41,68,37,3165,569,2596,1748,936,42,1551,1514,42,193,282,382,200,197,218,37
"06037228500","Census Tract 2285, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2285",,,,5069,5069,29246.53,0.173319721944658,5069,1266,1023,48,9,189,1692,842,43616,1916,1397,1134,263,216,25,82,22,53,121,5069,855,4214,3221,1163,33,1916,1795,59,117,418,622,460,89,30,121
"06037228600","Census Tract 2286, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2286",,,,5006,5006,24604.16,0.203461560439662,5006,694,212,13,0,0,3533,554,44902,2083,1666,1208,458,234,0,50,49,30,54,5006,982,4024,3142,1051,36,2083,2029,125,399,233,479,217,492,84,54
"06037228710","Census Tract 2287.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.10",,,,4147,4147,26534.02,0.15628991331234,4147,912,218,58,17,0,2306,636,47227,1935,1480,1193,287,318,0,0,59,30,48,4147,811,3336,2410,1139,33,1935,1887,138,150,344,650,280,289,36,48
"06037228720","Census Tract 2287.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.20",,,,4800,4800,30760.56,0.156043966226871,4800,1277,494,33,0,21,2197,778,56184,2021,1612,1378,234,232,0,0,111,23,43,4800,994,3806,2986,926,32,2021,1978,166,414,342,525,271,127,133,43
"06037228800","Census Tract 2288, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2288",,,,5347,5347,16398.97,0.326057109144907,5347,1606,422,170,129,0,2276,744,53897,2514,1978,1599,379,486,0,0,39,11,0,5347,1198,4149,2784,1668,35,2514,2514,95,434,651,487,294,397,156,0
"06037228900","Census Tract 2289, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2289",,,,2967,2967,14906.38,0.199042234944718,2967,682,230,197,0,0,1438,420,32969,1072,827,706,121,121,0,30,73,0,21,2967,532,2435,1951,588,34,1072,1051,73,205,136,237,171,229,0,21
"06037229100","Census Tract 2291, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2291",,,,4635,4635,25270.22,0.183417452127191,4635,1430,643,61,0,0,1881,620,64464,2120,1586,1189,397,413,0,1,0,8,112,4635,1114,3521,2471,1238,37,2120,2008,37,296,451,471,398,205,150,112
"06037229200","Census Tract 2292, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2292",,,,4427,4427,25727.05,0.172075700736837,4427,879,470,0,57,0,1976,1045,48421,2056,1580,1327,253,261,131,12,53,0,19,4424,761,3663,2913,848,36,2056,2037,29,474,277,450,414,314,79,19
"06037229300","Census Tract 2293, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2293",,,,5973,5973,30791.21,0.193983910350164,5973,2032,166,62,30,15,2562,1106,55161,2349,1653,1286,367,413,23,0,172,71,17,5971,1199,4772,3500,1424,35,2349,2332,79,438,302,542,476,454,41,17
"06037229410","Census Tract 2294.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.10",,,,3932,3932,18774.6,0.209431858371545,3932,1184,423,0,3,0,1354,968,60075,1679,1194,978,216,47,0,27,158,199,54,3932,744,3188,2754,495,29,1679,1625,252,376,215,275,364,89,54,54
"06037229420","Census Tract 2294.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.20",,,,4320,4320,19153.67,0.225544288236084,4320,949,352,39,7,0,2350,623,53977,1882,1320,994,326,238,0,94,41,147,42,4320,890,3430,2380,1148,38,1882,1840,104,293,271,504,246,271,151,42
"06037231100","Census Tract 2311, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2311",,,,3809,3809,11034.24,0.345198124470075,3809,1245,674,41,53,9,1376,411,41989,1301,848,701,147,335,0,7,55,13,43,3809,709,3100,2644,546,36,1301,1258,63,365,168,217,164,143,138,43
"06037231210","Census Tract 2312.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.10",,,,4279,4279,34559.23,0.123816403782566,4279,1353,978,29,71,81,1392,375,41006,1834,1414,1182,232,305,0,12,0,57,46,4279,576,3703,2565,1234,37,1834,1788,26,318,188,695,177,313,71,46
"06037231220","Census Tract 2312.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.20",,,,4353,4353,11680.97,0.372657325053244,4353,740,889,22,462,0,1623,617,33458,1334,1018,716,302,167,0,0,25,11,113,4353,541,3812,2436,1487,37,1334,1221,42,192,205,358,193,144,87,113
"06037231301","Census Tract 2313.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.01",,,,2479,2479,27446.82,0.0903201095912413,2479,1030,214,18,52,0,665,500,56875,1216,958,921,37,142,0,0,25,0,91,2474,430,2044,1410,747,41,1216,1125,0,146,154,278,314,165,68,91
"06037231302","Census Tract 2313.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.02",,,,3117,3117,19061.48,0.163523537560792,3117,567,769,168,48,0,922,643,57314,1504,1214,998,216,74,18,0,31,0,167,3113,525,2588,1572,1269,44,1504,1337,31,123,388,314,173,137,171,167
